cause_of_death,category_gpt_4o_mini,category_gpt_4o,category_consensus,consensus_no,without_consensus,category_unanimous_consensus,category_human
car occupant injured in noncollision transport accident person injured while boarding or alighting,none,none,none,2,False,none,none
acute vascular disorders of intestine,none,none,none,2,False,none,none
unspecified spina bifida with hydrocephalus,none,none,none,2,False,none,none
chronic passive congestion of liver,none,none,none,2,False,none,none
sacral spina bifida without hydrocephalus,none,none,none,2,False,none,none
other specified bacterial diseases,none,none,none,2,False,none,none
other emphysema,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
other adrenocortical overactivity,none,none,none,2,False,none,none
ventral hernia without obstruction or gangrene until 2013,none,none,none,2,False,none,none
other antidysrhythmic drugs not elsewhere classified,none,none,none,2,False,none,none
malignant neoplasm connective and soft tissue of trunk unspecified,none,none,none,2,False,none,none
secondary malignant neoplasm of brain and cerebral meninges,none,none,none,2,False,none,none
pedestrian injured in collision with other nonmotor vehicle traffic accident,none,none,none,2,False,none,none
malignant neoplasm lingual tonsil,none,oral cavity cancer,oral cavity cancer,1,True,,oral cavity cancer
stage i decubitus ulcer and pressure area from 2014 onwards,none,none,none,2,False,none,none
hiv disease resulting in kaposi sarcoma,none,none,none,2,False,none,none
kaposi sarcoma unspecified,none,none,none,2,False,none,none
carpal tunnel syndrome,none,none,none,2,False,none,none
other specified congenital infectious and parasitic diseases,none,none,none,2,False,none,none
inflammatory disorders of scrotum,none,none,none,2,False,none,none
right fascicular block,none,none,none,2,False,none,none
intracerebral haemorrhage in cerebellum,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
generalized oedema,none,none,none,2,False,none,none
acute subendocardial myocardial infarction,ischaemic heart disease,ischaemic heart disease,ischaemic heart disease,2,False,ischaemic heart disease,ischaemic heart disease
benign neoplasm cerebral meninges,none,none,none,2,False,none,none
hereditary sideroblastic anaemia,none,none,none,2,False,none,none
acute obstructive laryngitis [croup],none,none,none,2,False,none,none
malignant neoplasm bladder neck,bladder cancer,bladder cancer,bladder cancer,2,False,bladder cancer,bladder cancer
other specified abdominal hernia with obstruction without gangrene,none,none,none,2,False,none,none
bromine compounds,none,none,none,2,False,none,none
unspecified brain damage due to birth injury,none,none,none,2,False,none,none
juvenile osteochondrosis of tarsus,none,none,none,2,False,none,none
occipital encephalocele,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour prostate,prostate cancer,prostate cancer,prostate cancer,2,False,prostate cancer,prostate cancer
secondary malignant neoplasm of bladder and other and unspecified urinary organs,bladder cancer,bladder cancer,bladder cancer,2,False,bladder cancer,bladder cancer
peptic ulcer site unspecified chronic or unspecified with haemorrhage,none,none,none,2,False,none,none
war operations occurring after cessation of hostilities,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour other male genital organs,none,none,none,2,False,none,none
urethral disorder unspecified,none,none,none,2,False,none,none
other postprocedural respiratory disorders,none,none,none,2,False,none,pulmonary disease
hypopituitarism,none,none,none,2,False,none,none
encephalocele unspecified,none,none,none,2,False,none,none
congenital malformation of kidney unspecified,none,none,none,2,False,none,none
benign neoplasm nasopharynx,none,none,none,2,False,none,none
cellulitis of face,none,none,none,2,False,none,none
benign neoplasm stomach,none,none,none,2,False,none,none
haemorrhagic disorder due to circulating anticoagulants,none,none,none,2,False,none,none
malignant neoplasm exocervix,none,none,none,2,False,none,none
other specified diseases of stomach and duodenum,none,none,none,2,False,none,none
other specified disorders of teeth and supporting structures,none,none,none,2,False,none,none
progressive supranuclear ophthalmoplegia [steele-richardson-olszewski],none,none,none,2,False,none,none
benign neoplasm pineal gland,none,none,none,2,False,none,none
subacute sclerosing panencephalitis,none,none,none,2,False,none,none
benign neoplasm heart,none,none,none,2,False,none,none
antimalarials and drugs acting on other blood protozoa,none,none,none,2,False,none,none
salpingitis and oophoritis unspecified,none,none,none,2,False,none,none
disorders of optic nerve not elsewhere classified,none,none,none,2,False,none,none
gastric ulcer chronic or unspecified with both haemorrhage and perforation,none,none,none,2,False,none,none
prurigo nodularis,none,none,none,2,False,none,none
disease of anus and rectum unspecified,none,none,none,2,False,none,none
primary respiratory tuberculosis without mention of bacteriological or histological confirmation,none,none,none,2,False,none,none
chronic cholecystitis,none,none,none,2,False,none,none
lymphangitis,none,none,none,2,False,none,none
rectal fistula,none,none,none,2,False,none,none
fetus and newborn affected by premature rupture of membranes,none,none,none,2,False,none,none
other meningococcal infections,none,none,none,2,False,none,none
bus occupant [any] injured in unspecified traffic accident,none,none,none,2,False,none,none
splenomegaly not elsewhere classified,none,none,none,2,False,none,none
hyperosmolality and hypernatraemia,none,none,none,2,False,none,none
sequelae of other and unspecified transport accidents,none,none,none,2,False,none,none
bipolar affective disorder current episode manic without psychotic symptoms,none,none,none,2,False,none,none
pedestrian injured in unspecified traffic accident,none,none,none,2,False,none,none
pulmonary embolism without mention of acute cor pulmonale,none,pulmonary disease,pulmonary disease,1,True,,none
person on outside of special industrial vehicle injured in nontraffic accident,none,none,none,2,False,none,none
acute disseminated encephalitis,none,none,none,2,False,none,none
occupant of heavy transport vehicle injured in noncollision transport accident person on outside of vehicle injured in traffic accident,none,none,none,2,False,none,none
sequelae of tuberculosis of other organs,none,none,none,2,False,none,none
common arterial trunk,none,none,none,2,False,none,none
other chronic suppurative otitis media,none,none,none,2,False,none,none
inflammatory conditions of jaws,none,none,none,2,False,none,none
malignant neoplasm occipital lobe,none,none,none,2,False,none,none
post-traumatic arthrosis of other joints,none,none,none,2,False,none,none
malignant neoplasm transverse colon,colorectal cancer,colorectal cancer,colorectal cancer,2,False,colorectal cancer,colorectal cancer
occupant of pick-up truck or van injured in collision with fixed or stationary object unspecified occupant of pick-up truck or van injured in traffic accident,none,none,none,2,False,none,none
car occupant injured in collision with fixed or stationary object person injured while boarding or alighting,none,none,none,2,False,none,none
infective dermatitis,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour thyroid gland,none,none,none,2,False,none,none
sarcoidosis of lymph nodes,none,none,none,2,False,none,none
cystic kidney disease unspecified,none,none,none,2,False,none,none
benign neoplasm brain supratentorial,none,none,none,2,False,none,none
other specified diabetes mellitus with ketoacidosis,none,none,none,2,False,none,none
double inlet ventricle,none,none,none,2,False,none,none
listeriosis unspecified,none,none,none,2,False,none,none
influenza with other manifestations other influenza virus identified,none,none,none,2,False,none,none
re-entry ventricular arrhythmia,none,none,none,2,False,none,none
sulfonamides,none,none,none,2,False,none,none
pathological fracture not elsewhere classified,none,none,none,2,False,none,none
other drugs and medicaments,none,none,none,2,False,none,none
varicella encephalitis,none,none,none,2,False,none,none
car occupant injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,none,none,2,False,none,none
other bursitis not elsewhere classified,none,none,none,2,False,none,none
pulmonary valve stenosis,none,none,none,2,False,none,none
cytomegaloviral disease unspecified,none,none,none,2,False,none,none
carcinoma in situ stomach,stomach cancer,stomach cancer,stomach cancer,2,False,stomach cancer,stomach cancer
stenosis of anus and rectum,none,none,none,2,False,none,none
malignant neoplasm pancreatic duct,pancreatic cancer,pancreatic cancer,pancreatic cancer,2,False,pancreatic cancer,pancreatic cancer
motorcycle rider [any] injured in unspecified traffic accident,none,none,none,2,False,none,none
other mycobacterial infections,none,none,none,2,False,none,none
congenital malformation of heart unspecified,none,none,none,2,False,none,none
malignant neoplasm body of pancreas,pancreatic cancer,pancreatic cancer,pancreatic cancer,2,False,pancreatic cancer,pancreatic cancer
feeding difficulties and mismanagement,none,none,none,2,False,none,none
pulmonary valve insufficiency,none,pulmonary disease,pulmonary disease,1,True,,none
toxic liver disease unspecified,none,none,none,2,False,none,none
other instability of joint,none,none,none,2,False,none,none
disease of intestine unspecified,none,none,none,2,False,none,none
hyperimmunoglobulin e [ige] syndrome,none,none,none,2,False,none,none
noninfective gastroenteritis and colitis unspecified,none,none,none,2,False,none,none
malignant neoplasm overlapping lesion of tongue,none,oral cavity cancer,oral cavity cancer,1,True,,oral cavity cancer
cutaneous abscess furuncle and carbuncle unspecified,none,none,none,2,False,none,none
psychostimulants with abuse potential,none,none,none,2,False,none,none
scar conditions and fibrosis of skin,none,none,none,2,False,none,none
malignant neoplasm overlapping lesion of larynx,larynx cancer,larynx cancer,larynx cancer,2,False,larynx cancer,larynx cancer
disease of digestive system unspecified,none,none,none,2,False,none,none
sciatica,none,none,none,2,False,none,none
disorder of eye and adnexa unspecified,none,none,none,2,False,none,none
cauda equina syndrome,none,none,none,2,False,none,none
primary adrenocortical insufficiency,none,none,none,2,False,none,none
sepsis of newborn due to other and unspecified staphylococci,none,none,none,2,False,none,none
congenital malformation of tricuspid valve unspecified,none,none,none,2,False,none,none
duodenal ulcer acute with perforation,none,none,none,2,False,none,none
waterhouse-friderichsen syndrome,none,none,none,2,False,none,none
other disorders of branched-chain amino-acid metabolism,none,none,none,2,False,none,none
oesophageal varices with bleeding,none,none,none,2,False,none,none
ischiorectal abscess,none,none,none,2,False,none,none
joint disorder unspecified,none,none,none,2,False,none,none
anogenital venereal warts,none,none,none,2,False,none,none
chagas disease chronic with heart involvement,none,none,none,2,False,none,none
primary open-angle glaucoma,none,none,none,2,False,none,none
hyperaldosteronism unspecified,none,none,none,2,False,none,none
other specified diabetes mellitus with peripheral circulatory complications,none,none,none,2,False,none,none
malignant neoplasm malignant melanoma of trunk,none,none,none,2,False,none,none
follicular disorder unspecified,none,none,none,2,False,none,none
disorders of glycine metabolism,none,none,none,2,False,none,none
other specified spirochaetal infections,none,none,none,2,False,none,none
water-transport-related drowning and submersion without accident to watercraft other unpowered watercraft,none,none,none,2,False,none,none
rider or occupant injured in collision with car pick-up truck van heavy transport vehicle or bus,none,none,none,2,False,none,none
chagas disease chronic with nervous system involvement,none,none,none,2,False,none,none
carcinoma in situ endometrium,none,none,none,2,False,none,none
systemic antibiotic unspecified,none,none,none,2,False,none,none
other epidermolysis bullosa,none,none,none,2,False,none,none
other forms of nocardiosis,none,none,none,2,False,none,none
other vincent infections,none,none,none,2,False,none,none
spastic diplegic cerebral palsy,none,none,none,2,False,none,none
inflammatory polyarthropathy,none,none,none,2,False,none,none
paget disease of other bones,none,none,none,2,False,none,none
abscess of bartholin gland,none,none,none,2,False,none,none
rickettsiosis unspecified,none,none,none,2,False,none,none
gastroduodenitis unspecified,none,none,none,2,False,none,none
pseudocyst of pancreas,none,none,none,2,False,none,none
chronic viral hepatitis b with delta-agent,none,none,none,2,False,none,none
sequelae of central nervous system tuberculosis,none,none,none,2,False,none,none
balanced translocation and insertion in normal individual,none,none,none,2,False,none,none
migraine with aura [classical migraine],none,none,none,2,False,none,none
chagas disease chronic with digestive system involvement,none,none,none,2,False,none,none
congenital malformation of cardiac chambers and connections unspecified,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour uterus,none,none,none,2,False,none,none
secondary malignant neoplasm of bone and bone marrow,none,none,none,2,False,none,none
neuropathic heredofamilial amyloidosis,none,none,none,2,False,none,none
other malformations of cerebral vessels,none,none,none,2,False,none,none
other mature t/nk-cell lymphomas,none,none,none,2,False,none,none
beta thalassaemia,none,none,none,2,False,none,none
otitis media unspecified,none,none,none,2,False,none,none
other lack of expected normal physiological development,none,none,none,2,False,none,none
carcinoma in situ other and unspecified parts of intestine,none,none,none,2,False,none,none
mental and behavioural disorders due to use of volatile solvents unspecified mental and behavioural disorder,none,none,none,2,False,none,none
anaesthetic unspecified,none,none,none,2,False,none,none
bladder-neck obstruction,none,none,none,2,False,none,none
4-aminophenol derivatives,none,none,none,2,False,none,none
occupant of heavy transport vehicle injured in noncollision transport accident unspecified occupant of heavy transport vehicle injured in traffic accident,none,none,none,2,False,none,none
primary disorder of muscle unspecified,none,none,none,2,False,none,none
disease of spleen unspecified,none,none,none,2,False,none,none
war operations involving firearm discharge and other forms of conventional warfare,none,none,none,2,False,none,none
benign neoplasm major salivary gland unspecified,none,none,none,2,False,none,none
bacterial foodborne intoxication unspecified,none,none,none,2,False,none,none
end-stage renal disease - from 2008 classification,none,none,none,2,False,none,none
insulin-dependent diabetes mellitus without complications,none,none,none,2,False,none,none
disorders of calcium metabolism,none,none,none,2,False,none,none
other specified mycoses,none,none,none,2,False,none,none
other hereditary ataxias,none,none,none,2,False,none,none
female genital prolapse unspecified,none,none,none,2,False,none,none
polyarthrosis unspecified,none,none,none,2,False,none,none
dyskinesia of oesophagus,none,none,none,2,False,none,none
benign neoplasm anus and anal canal,none,none,none,2,False,none,none
unspecified viral hepatitis without hepatic coma,none,none,none,2,False,none,none
intracerebral haemorrhage in hemisphere subcortical,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
multi-infarct dementia,none,none,none,2,False,none,cerebrovascular disease
ischaemic infarction of muscle,none,ischaemic heart disease,ischaemic heart disease,1,True,,none
pleural plaque with presence of asbestos,none,none,none,2,False,none,none
arteritis unspecified,none,none,none,2,False,none,none
malignant neoplasm lip unspecified inner aspect,none,oral cavity cancer,oral cavity cancer,1,True,,oral cavity cancer
other female genital tract fistulae,none,none,none,2,False,none,none
acute rheumatic myocarditis,none,none,none,2,False,none,none
hereditary spastic paraplegia,none,none,none,2,False,none,none
haemopericardium not elsewhere classified,none,none,none,2,False,none,none
candidal endocarditis,none,none,none,2,False,none,none
congenital malformation of skin unspecified,none,none,none,2,False,none,none
malignant neoplasm anus unspecified,none,none,none,2,False,none,none
other dietary vitamin b12 deficiency anaemia,none,none,none,2,False,none,none
cardiac arrhythmia unspecified,none,none,none,2,False,none,none
cutaneous abscess furuncle and carbuncle of neck,none,none,none,2,False,none,none
mucopurulent chronic bronchitis,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
neoplasm of uncertain or unknown behaviour cranial nerves,none,none,none,2,False,none,none
malignant neoplasm malignant melanoma of upper limb including shoulder,none,none,none,2,False,none,none
rupture of artery,none,none,none,2,False,none,none
infection specific to the perinatal period unspecified,none,none,none,2,False,none,none
malignant neoplasm sigmoid colon,colorectal cancer,colorectal cancer,colorectal cancer,2,False,colorectal cancer,colorectal cancer
thyrotoxicosis with toxic multinodular goitre,none,none,none,2,False,none,none
congenital pneumonia unspecified,none,none,none,2,False,none,none
other pemphigoid,none,none,none,2,False,none,none
hypotension unspecified,none,none,none,2,False,none,none
malignant neoplasm glottis,larynx cancer,larynx cancer,larynx cancer,2,False,larynx cancer,larynx cancer
disorders of both aortic and tricuspid valves,none,none,none,2,False,none,none
benign neoplasm ciliary body,none,none,none,2,False,none,none
atresia and stenosis of ureter,none,none,none,2,False,none,none
other forms of leptospirosis,none,none,none,2,False,none,none
cryptosporidiosis,none,none,none,2,False,none,none
other epilepsy,none,none,none,2,False,none,none
stage iv decubitus ulcer and pressure area from 2014 onwards,none,none,none,2,False,none,none
pain in limb,none,none,none,2,False,none,none
abnormal secretion of gastrin,none,none,none,2,False,none,none
monoplegia of lower limb,none,none,none,2,False,none,none
legionnaires disease,none,none,none,2,False,none,none
hypertensive heart disease with congestive heart failure,none,none,none,2,False,none,none
idiopathic gout,none,none,none,2,False,none,none
urethral stricture unspecified,none,none,none,2,False,none,none
other specified congenital musculoskeletal deformities,none,none,none,2,False,none,none
hiv disease resulting in burkitt lymphoma,none,none,none,2,False,none,none
other specified conduction disorders,none,none,none,2,False,none,none
benign neoplasm peritoneum,none,none,none,2,False,none,none
hiv disease resulting in unspecified malignant neoplasm,none,none,none,2,False,none,none
malignant neoplasm overlapping lesion of female genital organs,none,none,none,2,False,none,none
langerhans' cell histiocytosis not elsewhere classified - from 2008 classification,none,none,none,2,False,none,none
pedal cyclist injured in collision with other pedal cycle driver injured in traffic accident,none,none,none,2,False,none,none
sepsis due to streptococcus group a,none,none,none,2,False,none,none
other osteochondrodysplasia with defects of growth of tubular bones and spine,none,none,none,2,False,none,none
disorders of diaphragm,none,none,none,2,False,none,none
other congenital deformities of chest,none,none,none,2,False,none,none
spinal stenosis,none,none,none,2,False,none,none
hirschsprung disease,none,none,none,2,False,none,none
reaction to severe stress unspecified,none,none,none,2,False,none,none
anal polyp,none,none,none,2,False,none,none
person injured in collision between car and two- or three-wheeled motor vehicle traffic,none,none,none,2,False,none,none
intestinal obstruction of newborn unspecified,none,none,none,2,False,none,none
other specified disorders of amino-acid metabolism,none,none,none,2,False,none,none
other forms of chronic ischaemic heart disease,ischaemic heart disease,ischaemic heart disease,ischaemic heart disease,2,False,ischaemic heart disease,ischaemic heart disease
cellulitis of other sites,none,none,none,2,False,none,none
other congenital malformations of pharynx,none,none,none,2,False,none,none
melanoma in situ of other sites,none,none,none,2,False,none,none
occupant of heavy transport vehicle injured in noncollision transport accident driver injured in traffic accident,none,none,none,2,False,none,none
centrilobular emphysema,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
pseudosarcomatous fibromatosis,none,none,none,2,False,none,none
lipid storage disorder unspecified,none,none,none,2,False,none,none
malignant neoplasm labium majus,none,none,none,2,False,none,none
spastic paraplegia,none,none,none,2,False,none,none
other recurrent atlantoaxial subluxation,none,none,none,2,False,none,none
malignant neoplasm vertebral column,none,none,none,2,False,none,none
unspecified diabetes mellitus with neurological complications,none,none,none,2,False,none,none
progressive external ophthalmoplegia,none,none,none,2,False,none,none
acute rheumatic endocarditis,none,none,none,2,False,none,none
benign neoplasm caecum,none,none,none,2,False,none,none
congestive heart failure,none,none,none,2,False,none,none
late-onset cerebellar ataxia,none,none,none,2,False,none,none
adult hypertrophic pyloric stenosis,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour of lymphoid haematopoietic and related tissue unspecified,none,none,none,2,False,none,none
insulin-dependent diabetes mellitus with peripheral circulatory complications,none,none,none,2,False,none,none
iron deficiency anaemia unspecified,none,none,none,2,False,none,none
short stature not elsewhere classified,none,none,none,2,False,none,none
hiv disease resulting in other mycoses,none,none,none,2,False,none,none
congenital hypothyroidism without goitre,none,none,none,2,False,none,none
benign neoplasm endocrine pancreas,none,none,none,2,False,none,none
bladder disorder unspecified,none,none,none,2,False,none,none
malignant neoplasm small intestine unspecified,none,none,none,2,False,none,none
hereditary factor xi deficiency,none,none,none,2,False,none,none
acquired hydrocephalus of newborn 2016 onwards,none,none,none,2,False,none,none
bus occupant injured in noncollision transport accident person injured while boarding or alighting,none,none,none,2,False,none,none
diverticular disease of small intestine with perforation and abscess,none,none,none,2,False,none,none
small kidney unilateral,none,none,none,2,False,none,none
infectious mononucleosis unspecified,none,none,none,2,False,none,none
malignant neoplasm sublingual gland,none,none,none,2,False,none,oral cavity cancer
polyostotic fibrous dysplasia,none,none,none,2,False,none,none
bus occupant injured in noncollision transport accident person on outside of vehicle injured in nontraffic accident,none,none,none,2,False,none,none
pulmonary embolism with mention of acute cor pulmonale,none,pulmonary disease,pulmonary disease,1,True,,none
other specified disorders of veins,none,none,none,2,False,none,none
progressive multifocal leukoencephalopathy,none,none,none,2,False,none,none
malignant neoplasm supraglottis,none,larynx cancer,larynx cancer,1,True,,larynx cancer
occupant of pick-up truck or van injured in noncollision transport accident unspecified occupant of pick-up truck or van injured in traffic accident,none,none,none,2,False,none,none
exomphalos,none,none,none,2,False,none,none
pyoderma,none,none,none,2,False,none,none
biliary acute pancreatitis,none,pancreatic cancer,pancreatic cancer,1,True,,none
abscess of prostate,none,prostate cancer,prostate cancer,1,True,,none
intestinal adhesions [bands] with obstruction,none,none,none,2,False,none,none
severe combined immunodeficiency [scid] with low or normal b-cell numbers,none,none,none,2,False,none,none
interstitial pulmonary disease unspecified,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
annular pancreas,none,none,none,2,False,none,none
car occupant injured in collision with heavy transport vehicle or bus person injured while boarding or alighting,none,none,none,2,False,none,none
person injured in collision between car and heavy transport vehicle traffic,none,none,none,2,False,none,none
mature b-cell leukaemia burkitt-type,none,none,none,2,False,none,none
acute laryngopharyngitis,none,none,none,2,False,none,none
protrusio acetabuli,none,none,none,2,False,none,none
other specified disorders of thyroid,none,none,none,2,False,none,none
subarachnoid haemorrhage from posterior communicating artery,none,cerebrovascular disease,cerebrovascular disease,1,True,,cerebrovascular disease
other specified pleural conditions,none,none,none,2,False,none,none
sequelae of misadventures to patients during surgical and medical procedures,none,none,none,2,False,none,none
dysphasia and aphasia,none,none,none,2,False,none,none
congenital malformations of spleen,none,none,none,2,False,none,none
nonfamilial hypogammaglobulinaemia,none,none,none,2,False,none,none
malignant neoplasm cerebellum,none,none,none,2,False,none,none
malignant neoplasm biliary tract unspecified,none,none,none,2,False,none,none
other specified disorders of central nervous system,none,none,none,2,False,none,none
person injured in other specified noncollision transport accidents involving motor vehicle traffic,none,none,none,2,False,none,none
cervical disc disorder with myelopathy,none,none,none,2,False,none,none
double outlet right ventricle,none,none,none,2,False,none,none
mental and behavioural disorders due to use of opioids dependence syndrome,none,none,none,2,False,none,none
phlebitis and thrombophlebitis of other deep vessels of lower extremities,none,none,none,2,False,none,none
pedestrian injured in collision with heavy transport vehicle or bus nontraffic accident,none,none,none,2,False,none,none
arnold-chiari syndrome,none,none,none,2,False,none,none
congenital absence atresia and stenosis of large intestine part unspecified,none,none,none,2,False,none,none
carcinoma in situ prostate,prostate cancer,prostate cancer,prostate cancer,2,False,prostate cancer,prostate cancer
thrombocytopenia unspecified,none,none,none,2,False,none,none
other alzheimer disease,none,none,none,2,False,none,none
accident to watercraft causing drowning and submersion other unpowered watercraft,none,none,none,2,False,none,none
malignant neoplasm overlapping lesion of small intestine,none,none,none,2,False,none,none
rubella without complication,none,none,none,2,False,none,none
disease of spinal cord unspecified,none,none,none,2,False,none,none
other intracranial nontraumatic haemorrhages of fetus and newborn,none,none,none,2,False,none,none
chronic kidney disease stage 1,none,none,none,2,False,none,none
emphysema unspecified,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
benign neoplasm connective and other soft tissue of pelvis,none,none,none,2,False,none,none
malignant neoplasm frontal sinus,none,none,none,2,False,none,none
acute vulvitis,none,none,none,2,False,none,none
malignant neoplasm hypopharynx unspecified,larynx cancer,larynx cancer,larynx cancer,2,False,larynx cancer,none
aluminosis of lung,none,none,none,2,False,none,none
intracardiac thrombosis not elsewhere classified,none,none,none,2,False,none,none
tuberculosis of adrenal glands,none,none,none,2,False,none,none
other and unspecified abdominal pain,none,none,none,2,False,none,none
vomiting of pregnancy unspecified,none,none,none,2,False,none,none
passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident,none,none,none,2,False,none,none
non-insulin-dependent diabetes mellitus with ophthalmic complications,none,none,none,2,False,none,none
obstetric and gynaecological devices associated with adverse incidents miscellaneous devices not elsewhere classified,none,none,none,2,False,none,none
malignant neoplasm pituitary gland,none,none,none,2,False,none,none
malignant neoplasm skin of eyelid including canthus,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour appendix,none,none,none,2,False,none,none
melanoma in situ of scalp and neck,none,none,none,2,False,none,none
other phakomatoses not elsewhere classified,none,none,none,2,False,none,none
benign neoplasm lower jaw bone,none,none,none,2,False,none,none
benign neoplasm vulva,none,none,none,2,False,none,none
recurrent and persistent haematuria diffuse membranous glomerulonephritis,none,none,none,2,False,none,none
motorcycle rider injured in collision with heavy transport vehicle or bus passenger injured in traffic accident,none,none,none,2,False,none,none
other specified nontoxic goitre,none,none,none,2,False,none,none
pemphigus erythematosus,none,none,none,2,False,none,none
occupant of pick-up truck or van injured in noncollision transport accident person injured while boarding or alighting,none,none,none,2,False,none,none
intervertebral disc disorder unspecified,none,none,none,2,False,none,none
acute bronchiolitis due to other specified organisms,none,none,none,2,False,none,none
other adrenogenital disorders,none,none,none,2,False,none,none
labyrinthitis,none,none,none,2,False,none,none
hereditary hypogammaglobulinaemia,none,none,none,2,False,none,none
aneurysm and dissection of artery of lower extremity,none,none,none,2,False,none,none
congenital pneumonia due to staphylococcus,none,none,none,2,False,none,none
malignant neoplasm lip unspecified,none,oral cavity cancer,oral cavity cancer,1,True,,oral cavity cancer
other multiple valve diseases,none,none,none,2,False,none,none
malignant neoplasm medulla of adrenal gland,none,none,none,2,False,none,none
myelodysplastic syndrome unspecified,none,none,none,2,False,none,none
essential haemorrhagic thrombocythaemia,none,none,none,2,False,none,none
benign neoplasm penis,none,none,none,2,False,none,none
acute ischaemic heart disease unspecified,ischaemic heart disease,ischaemic heart disease,ischaemic heart disease,2,False,ischaemic heart disease,ischaemic heart disease
subarachnoid haemorrhage unspecified,none,none,none,2,False,none,cerebrovascular disease
occupant of aircraft injured in other specified air transport accidents,none,none,none,2,False,none,none
other uterine inertia,none,none,none,2,False,none,none
ataxic gait,none,none,none,2,False,none,none
shock therapy,none,none,none,2,False,none,none
other specified peripheral vascular diseases,none,none,none,2,False,none,none
acidosis,none,none,none,2,False,none,none
acute pancreatitis unspecified,none,pancreatic cancer,pancreatic cancer,1,True,,none
disease of jaws unspecified,none,none,none,2,False,none,none
other congenital malformations of upper limbs including shoulder girdle,none,none,none,2,False,none,none
bus occupant injured in noncollision transport accident passenger injured in nontraffic accident,none,none,none,2,False,none,none
pneumothorax unspecified,none,none,none,2,False,none,none
other specified disorders of urethra,none,none,none,2,False,none,none
malignant neoplasm subglottis,larynx cancer,larynx cancer,larynx cancer,2,False,larynx cancer,larynx cancer
other specified erythematous conditions,none,none,none,2,False,none,none
malignant neoplasm colon unspecified,colorectal cancer,colorectal cancer,colorectal cancer,2,False,colorectal cancer,colorectal cancer
calculus of gallbladder without cholecystitis,none,none,none,2,False,none,none
other specified diseases of liver,none,none,none,2,False,none,none
small kidney bilateral,none,none,none,2,False,none,none
gastric ulcer acute with haemorrhage,none,none,none,2,False,none,none
acute bronchitis unspecified,pulmonary disease,pulmonary disease,pulmonary disease,2,False,pulmonary disease,pulmonary disease
occupant [any] of heavy transport vehicle injured in unspecified traffic accident,none,none,none,2,False,none,none
analgesic nephropathy,none,none,none,2,False,none,none
malignant neuroleptic syndrome,none,none,none,2,False,none,none
surgical operation with formation of external stoma,none,none,none,2,False,none,none
ventral hernia with obstruction without gangrene until 2013,none,none,none,2,False,none,none
disorder of central nervous system unspecified,none,none,none,2,False,none,none
trifascicular block,none,none,none,2,False,none,none
sequestration of lung,none,none,none,2,False,none,none
pulmonary mucormycosis,none,none,none,2,False,none,none
neoplasm of uncertain or unknown behaviour brain unspecified,none,none,none,2,False,none,none
embolism and thrombosis of arteries of extremities unspecified,none,none,none,2,False,none,none
sequelae of intentional self-harm,none,none,none,2,False,none,none
chronic disease of tonsils and adenoids unspecified,none,none,none,2,False,none,none
renal osteodystrophy,none,none,none,2,False,none,none
lumbar and other intervertebral disc disorders with myelopathy,none,none,none,2,False,none,none
urinary calculus unspecified,none,none,none,2,False,none,none
gonococcal infection unspecified,none,none,none,2,False,none,none
other hypoparathyroidism,none,none,none,2,False,none,none
reactive perforating collagenosis,none,none,none,2,False,none,none
alcoholic cardiomyopathy,none,none,none,2,False,none,none
acute renal failure unspecified,none,none,none,2,False,none,none
endotracheal tube wrongly placed during anaesthetic procedure,none,none,none,2,False,none,none
atresia of oesophagus with tracheo-oesophageal fistula,none,none,none,2,False,none,none
disseminated aspergillosis,none,none,none,2,False,none,none
vitamin d deficiency unspecified,none,none,none,2,False,none,none
severe depressive episode without psychotic symptoms,none,none,none,2,False,none,none
car occupant injured in collision with railway train or railway vehicle driver injured in nontraffic accident,none,none,none,2,False,none,none
other congenital malformations of great arteries,none,none,none,2,False,none,none
blindness binocular,none,none,none,2,False,none,none
fibroblastic disorder unspecified,none,none,none,2,False,none,none
streptococcal tonsillitis,none,none,none,2,False,none,none
nonpyogenic thrombosis of intracranial venous system,none,none,none,2,False,none,cerebrovascular disease
urethral abscess,none,none,none,2,False,none,none
other secondary scoliosis,none,none,none,2,False,none,none
other specified intestinal obstruction of newborn,none,none,none,2,False,none,none
sickle-cell anaemia without crisis,none,none,none,2,False,none,none
